outcome,lag,rr,rrlow,rrhigh
Respiratory diseases,5.3,1.00388081681972,1.00001082732379,1.0077657829722
Respiratory diseases,5.4,1.00393475310882,1.00004878602445,1.00783582019669
Respiratory diseases,5.5,1.00398891626203,1.00008687530192,1.00790618182315
Respiratory diseases,5.6,1.00404331046351,1.00012514481778,1.00797682621028
Respiratory diseases,5.7,1.00409793989847,1.00016364343345,1.00804771251959
Respiratory diseases,5.8,1.00415280875319,1.00020241916782,1.00811880075821
Respiratory diseases,5.9,1.00420792121502,1.00024151915985,1.0081900518167
Respiratory diseases,6,1.00426328147239,1.0002809896358,1.00826142750239
Respiratory diseases,6.1,1.00431889371484,1.00032087588035,1.00833289056866
Respiratory diseases,6.2,1.00437476213302,1.00036122221143,1.00840440474065
Respiratory diseases,6.3,1.00443089091867,1.00040207195812,1.00847593473788
Respiratory diseases,6.4,1.00448728426469,1.00044346744112,1.00854744629419
Respiratory diseases,6.5,1.00454394636509,1.00048544995561,1.00861890617552
Respiratory diseases,6.6,1.00460088141505,1.0005280597558,1.00869028219581
Respiratory diseases,6.7,1.00465809361092,1.00057133604094,1.00876154323155
Respiratory diseases,6.8,1.00471558715018,1.00061531694234,1.00883265923532
Respiratory diseases,6.9,1.00477336623154,1.00066003951103,1.00890360124862
Respiratory diseases,7,1.00483143505489,1.00070553970577,1.00897434141449
Respiratory diseases,7.1,1.00488979782131,1.00075185238095,1.00904485299015
Respiratory diseases,7.2,1.00494845873313,1.00079901127418,1.00911511035997
Respiratory diseases,7.3,1.00500742199388,1.00084704899314,1.00918508904922
Respiratory diseases,7.4,1.00506669180837,1.00089599700155,1.00925476573872
Respiratory diseases,7.5,1.00512627238264,1.00094588560371,1.00932411828087
Respiratory diseases,7.6,1.00518616792401,1.00099674392759,1.00939312571716
Respiratory diseases,7.7,1.00524638264109,1.001048599906,1.00946176829765
Respiratory diseases,7.8,1.00530692074377,1.00110148025567,1.00953002750252
Respiratory diseases,7.9,1.00536778644326,1.00115541045384,1.00959788606609
Respiratory diseases,8,1.00542898395209,1.00121041471223,1.00966532800349
Respiratory diseases,8.1,1.00549051748414,1.001266515948,1.00973233864043
Respiratory diseases,8.2,1.00555239125463,1.00132373575139,1.0097989046461
Respiratory diseases,8.3,1.00561460948013,1.00138209434987,1.0098650140698
Respiratory diseases,8.4,1.00567717637861,1.00144161056836,1.00993065638131
Respiratory diseases,8.5,1.00574009616944,1.00150230178532,1.00999582251559
Respiratory diseases,8.6,1.00580337307337,1.00156418388426,1.01006050492185
Respiratory diseases,8.7,1.00586701113238,1.0016272708246,1.01012469763473
Respiratory diseases,8.8,1.00593100357586,1.0016915524494,1.01018839729733
Respiratory diseases,8.9,1.0059953268691,1.00175698230259,1.01025160349397
Respiratory diseases,9,1.00605995602967,1.00182350978565,1.01031431708264
Respiratory diseases,9.1,1.00612486606899,1.00189108326132,1.01037653996
Respiratory diseases,9.2,1.00619003199227,1.00195965014089,1.01043827497269
Respiratory diseases,9.3,1.00625542879842,1.00202915696769,1.0104995258326
Respiratory diseases,9.4,1.00632103148004,1.00209954949712,1.01056029703561
Respiratory diseases,9.5,1.00638681502331,1.00217077277366,1.01062059378329
Respiratory diseases,9.6,1.00645275440799,1.00224277120548,1.01068042190723
Respiratory diseases,9.7,1.00651882460732,1.00231548863678,1.01073978779552
Respiratory diseases,9.8,1.00658500058806,1.0023888684185,1.01079869832098
Respiratory diseases,9.9,1.00665125731038,1.00246285347744,1.01085716077097
Respiratory diseases,10,1.00671756972791,1.00253738638443,1.01091518277827
Respiratory diseases,10.1,1.00678391278766,1.00261240942151,1.01097277225292
Respiratory diseases,10.2,1.00685026143007,1.00268786464852,1.0110299373147
Respiratory diseases,10.3,1.00691659058895,1.0027636939694,1.01108668622601
Respiratory diseases,10.4,1.00698287519151,1.00283983919815,1.01114302732502
Respiratory diseases,10.5,1.00704909015836,1.00291624212487,1.01119896895889
Respiratory diseases,10.6,1.00711521040356,1.00299284458183,1.01125451941691
Respiratory diseases,10.7,1.00718121083455,1.00306958850982,1.0113096868635
Respiratory diseases,10.8,1.0072470663523,1.00314641602471,1.01136447927091
Respiratory diseases,10.9,1.00731275185122,1.00322326948446,1.01141890435168
Respiratory diseases,11,1.00737824221931,1.00330009155643,1.01147296949069
Respiratory diseases,11.1,1.0074435123381,1.00337682528505,1.01152668167694
Respiratory diseases,11.2,1.0075085370828,1.00345341415993,1.01158004743501
Respiratory diseases,11.3,1.00757329132229,1.0035298021841,1.0116330727563
Respiratory diseases,11.4,1.00763774991921,1.00360593394259,1.0116857630301
Respiratory diseases,11.5,1.00770188773002,1.00368175467089,1.01173812297467
Respiratory diseases,11.6,1.00776567960511,1.00375721032351,1.01179015656847
Respiratory diseases,11.7,1.00782910038883,1.0038322476421,1.01184186698164
Respiratory diseases,11.8,1.00789212491962,1.00390681422324,1.01189325650805
Respiratory diseases,11.9,1.00795472803008,1.00398085858539,1.01194432649811
Respiratory diseases,12,1.0080168845471,1.00405433023496,1.01199507729256
Respiratory diseases,12.1,1.00807856929196,1.00412717973107,1.01204550815753
Respiratory diseases,12.2,1.0081397570804,1.0041993587488,1.01209561722132
Respiratory diseases,12.3,1.00820042272281,1.00427082014053,1.01214540141296
Respiratory diseases,12.4,1.00826054102432,1.00434151799505,1.01219485640309
Respiratory diseases,12.5,1.00832008678493,1.00441140769415,1.01224397654748
Respiratory diseases,12.6,1.00837903479967,1.00448044596627,1.01229275483344
Respiratory diseases,12.7,1.00843735985872,1.00454859093685,1.0123411828296
Respiratory diseases,12.8,1.00849503674758,1.00461580217506,1.01238925063939
Respiratory diseases,12.9,1.00855204024723,1.00468204073653,1.01243694685849
Respiratory diseases,13,1.00860834513428,1.00474726920175,1.01248425853671
Respiratory diseases,13.1,1.00866392618118,1.00481145170977,1.01253117114462
Respiratory diseases,13.2,1.00871875815632,1.00487455398694,1.01257766854513
Respiratory diseases,13.3,1.0087728158243,1.00493654337035,1.01262373297043
Respiratory diseases,13.4,1.00882607394607,1.00499738882576,1.01266934500453
Respiratory diseases,13.5,1.00887850727915,1.00505706095972,1.01271448357158
Respiratory diseases,13.6,1.00893009057779,1.00511553202576,1.01275912593023
Respiratory diseases,13.7,1.00898079859324,1.00517277592437,1.01280324767416
Respiratory diseases,13.8,1.00903060607393,1.00522876819684,1.01284682273891
Respiratory diseases,13.9,1.00907948776569,1.00528348601263,1.01288982341512
Respiratory diseases,14,1.00912741841199,1.00533690815042,1.01293222036815
Respiratory diseases,14.1,1.00917437275417,1.00538901497272,1.01297398266422
Respiratory diseases,14.2,1.00922032553168,1.00543978839422,1.01301507780286
Respiratory diseases,14.3,1.00926525148231,1.0054892118437,1.01305547175577
Respiratory diseases,14.4,1.0093091253425,1.00553727021992,1.01309512901181
Respiratory diseases,14.5,1.00935192184752,1.00558394984138,1.01313401262816
Respiratory diseases,14.6,1.00939361573178,1.00562923839024,1.01317208428729
Respiratory diseases,14.7,1.00943418172914,1.00567312485067,1.01320930435968
Respiratory diseases,14.8,1.00947359457308,1.00571559944159,1.013245631972
Respiratory diseases,14.9,1.0095118289971,1.00575665354442,1.01328102508055
Respiratory diseases,15,1.00954885973495,1.00579627962569,1.01331544054969
Respiratory diseases,15.1,1.00958466152093,1.00583447115507,1.01334883423496
Respiratory diseases,15.2,1.0096192090902,1.00587122251894,1.01338116107077
Respiratory diseases,15.3,1.00965247717911,1.00590652892974,1.01341237516226
Respiratory diseases,15.4,1.00968444052548,1.00594038633138,1.01344242988115
Respiratory diseases,15.5,1.00971507386896,1.00597279130099,1.01347127796536
Respiratory diseases,15.6,1.00974435195131,1.00600374094707,1.01349887162221
Respiratory diseases,15.7,1.0097722495168,1.00603323280438,1.01352516263495
Respiratory diseases,15.8,1.0097987413125,1.00606126472568,1.01355010247249
Respiratory diseases,15.9,1.00982380208864,1.00608783477033,1.01357364240224
Respiratory diseases,16,1.00984740659897,1.00611294109009,1.01359573360596
Respiratory diseases,16.1,1.00986952960112,1.00613658181188,1.01361632729846
Respiratory diseases,16.2,1.00989014585696,1.0061587549178,1.01363537484929
Respiratory diseases,16.3,1.00990923013299,1.00617945812215,1.01365282790736
Respiratory diseases,16.4,1.00992675720069,1.00619868874555,1.01366863852854
Respiratory diseases,16.5,1.00994270183693,1.00621644358595,1.0136827593064
Respiratory diseases,16.6,1.00995703882435,1.00623271878641,1.01369514350623
Respiratory diseases,16.7,1.00996974295176,1.00624750969948,1.01370574520247
Respiratory diseases,16.8,1.00998078901454,1.00626081074791,1.01371451941994
Respiratory diseases,16.9,1.00999015181507,1.00627261528137,1.01372142227899
Respiratory diseases,17,1.00999780616311,1.00628291542897,1.01372641114496
Respiratory diseases,17.1,1.01000372687626,1.00629170194712,1.01372944478234
Respiratory diseases,17.2,1.01000788878035,1.00629896406236,1.01373048351397
Respiratory diseases,17.3,1.01001026670993,1.00630468930882,1.0137294893857
Respiratory diseases,17.4,1.01001083778593,1.00630886500429,1.01372642925161
Respiratory diseases,17.5,1.01000960561232,1.00631149549499,1.01372130597332
Respiratory diseases,17.6,1.01000659088227,1.00631259509983,1.01371414667073
Respiratory diseases,17.7,1.01000181458291,1.0063121759761,1.0137049812314
Respiratory diseases,17.8,1.00999529771024,1.00631024798933,1.01369384186935
Respiratory diseases,17.9,1.0099870612688,1.00630681878679,1.01368076305019
Respiratory diseases,18,1.0099771262713,1.0063018938688,1.01366578141831
Respiratory diseases,18.1,1.00996551373827,1.00629547665827,1.01364893572606
Respiratory diseases,18.2,1.00995224469768,1.00628756856867,1.01363026676433
Respiratory diseases,18.3,1.00993734018466,1.00627816907104,1.01360981729423
Respiratory diseases,18.4,1.00992082124108,1.00626727576028,1.01358763197943
Respiratory diseases,18.5,1.00990270891526,1.00625488442126,1.01356375731877
Respiratory diseases,18.6,1.00988302426163,1.00624098909523,1.01353824157852
Respiratory diseases,18.7,1.00986178834038,1.00622558214685,1.01351113472406
Respiratory diseases,18.8,1.00983902221717,1.00620865433258,1.01348248835024
Respiratory diseases,18.9,1.00981474696278,1.00619019487063,1.01345235561018
Respiratory diseases,19,1.00978898365279,1.00617019151313,1.0134207911418
Respiratory diseases,19.1,1.0097617533673,1.00614863062105,1.01338785099179
Respiratory diseases,19.2,1.00973307719059,1.00612549724209,1.01335359253643
Respiratory diseases,19.3,1.00970297621083,1.00610077519229,1.01331807439883
Respiratory diseases,19.4,1.00967147151981,1.0060744471416,1.01328135636218
Respiratory diseases,19.5,1.00963858421256,1.00604649470386,1.01324349927864
Respiratory diseases,19.6,1.00960433538718,1.00601689853158,1.0132045649734
Respiratory diseases,19.7,1.00956874614443,1.00598563841578,1.01316461614375
Respiratory diseases,19.8,1.00953183758757,1.00595269339115,1.01312371625277
Respiratory diseases,19.9,1.00949363082197,1.00591804184676,1.01308192941763
Respiratory diseases,20,1.00945414695491,1.00588166164236,1.0130393202921
Respiratory diseases,20.1,1.0094134070953,1.00584353023035,1.01299595394365
Respiratory diseases,20.2,1.0093714323534,1.00580362478329,1.01295189572483
Respiratory diseases,20.3,1.00932824384055,1.00576192232683,1.01290721113939
Respiratory diseases,20.4,1.00928386266897,1.00571839987767,1.01286196570323
Respiratory diseases,20.5,1.00923830995145,1.00567303458628,1.01281622480081
Respiratory diseases,20.6,1.00919160680111,1.00562580388376,1.01277005353725
Respiratory diseases,20.7,1.00914377433119,1.00557668563218,1.01272351658708
Respiratory diseases,20.8,1.00909483365482,1.00552565827769,1.01267667804021
Respiratory diseases,20.9,1.00904480588471,1.00547270100545,1.01262960124602
Respiratory diseases,21,1.00899371213302,1.00541779389549,1.01258234865673
Respiratory diseases,21.1,1.00894157351106,1.00536091807825,1.01253498167087
Respiratory diseases,21.2,1.00888841112912,1.00530205588874,1.01248756047833
Respiratory diseases,21.3,1.00883424609622,1.00524119101804,1.01244014390798
Respiratory diseases,21.4,1.00877909951993,1.00517830866084,1.01239278927934
Respiratory diseases,21.5,1.00872299250611,1.00511339565766,1.01234555225951
Respiratory diseases,21.6,1.00866594615879,1.00504644063055,1.01229848672675
Respiratory diseases,21.7,1.0086079815799,1.00497743411076,1.01225164464197
Respiratory diseases,21.8,1.0085491198691,1.00490636865738,1.01220507592935
Respiratory diseases,21.9,1.0084893821236,1.0048332389656,1.01215882836739
Respiratory diseases,22,1.00842878943796,1.00475804196359,1.01211294749126
Respiratory diseases,22.1,1.00836736290394,1.00468077689709,1.01206747650751
Respiratory diseases,22.2,1.00830512361027,1.00460144540087,1.01202245622196
Respiratory diseases,22.3,1.00824209264254,1.0045200515565,1.01197792498124
Respiratory diseases,22.4,1.00817829108297,1.00443660193593,1.01193391862857
Respiratory diseases,22.5,1.00811374001033,1.00435110563063,1.01189047047394
Respiratory diseases,22.6,1.00804846049967,1.00426357426638,1.01184761127881
Respiratory diseases,22.7,1.00798247362228,1.00417402200355,1.01180536925511
Respiratory diseases,22.8,1.00791580044546,1.00408246552356,1.01176377007829
Respiratory diseases,22.9,1.00784846203242,1.00398892400168,1.01172283691389
Respiratory diseases,23,1.0077804794421,1.00389341906713,1.01168259045698
Respiratory diseases,23.1,1.00771187372908,1.00379597475101,1.01164304898359
Respiratory diseases,23.2,1.00764266594341,1.00369661742327,1.01160422841334
Respiratory diseases,23.3,1.0075728771305,1.00359537571952,1.01156614238203
Respiratory diseases,23.4,1.007502528331,1.00349228045898,1.01152880232331
Respiratory diseases,23.5,1.00743164058067,1.00338736455464,1.011492217558
Respiratory diseases,23.6,1.00736023491026,1.00328066291679,1.01145639539014
Respiratory diseases,23.7,1.00728833234542,1.00317221235127,1.01142134120829
Respiratory diseases,23.8,1.00721595390659,1.00306205145354,1.0113870585911
Respiratory diseases,23.9,1.00714312060888,1.00295022049967,1.01135354941589
Respiratory diseases,24,1.007069853462,1.00283676133551,1.0113208139691
Respiratory diseases,24.1,1.00699617347014,1.00272171726498,1.0112888510577
Respiratory diseases,24.2,1.00692210163191,1.00260513293841,1.01125765812043
Respiratory diseases,24.3,1.00684765894023,1.00248705424198,1.01122723133812
Respiratory diseases,24.4,1.00677286638227,1.00236752818887,1.01119756574217
Respiratory diseases,24.5,1.00669774493937,1.00224660281292,1.01116865532064
Respiratory diseases,24.6,1.00662231558696,1.00212432706538,1.01114049312121
Respiratory diseases,24.7,1.0065465992945,1.00200075071528,1.01111307135059
Respiratory diseases,24.8,1.00647061702543,1.00187592425381,1.01108638146985
Respiratory diseases,24.9,1.00639438973709,1.00174989880303,1.01106041428553
Respiratory diseases,25,1.00631793838068,1.00162272602927,1.01103516003604
Respiratory diseases,25.1,1.00624128390122,1.00149445806121,1.01101060847337
Respiratory diseases,25.2,1.00616444723749,1.00136514741295,1.01098674893987
Respiratory diseases,25.3,1.00608744932198,1.00123484691195,1.01096357044016
Respiratory diseases,25.4,1.0060103110809,1.00110360963192,1.01094106170808
Respiratory diseases,25.5,1.00593305343409,1.00097148883063,1.01091921126882
Respiratory diseases,25.6,1.00585569729504,1.0008385378924,1.01089800749626
Respiratory diseases,25.7,1.00577826357084,1.00070481027537,1.01087743866567
Respiratory diseases,25.8,1.00570077316217,1.00057035946312,1.01085749300199
Respiratory diseases,25.9,1.00562324696329,1.00043523892073,1.01083815872376
Respiratory diseases,26,1.00554570586203,1.00029950205484,1.01081942408297
Acute upper RI,0,1.00201166771565,0.991565667783248,1.01256771473634
Acute upper RI,0.1,1.00212646352908,0.991814339491475,1.0125458051153
Acute upper RI,0.2,1.00224126291288,0.992060677738738,1.01252632185241
Acute upper RI,0.3,1.00235605628294,0.992304554613751,1.01250937415899
Acute upper RI,0.4,1.00247083405073,0.992545842161478,1.01249507119376
Acute upper RI,0.5,1.00258558662334,0.992784412689142,1.0124835217569
Acute upper RI,0.6,1.00270030440348,0.993020139106469,1.01247483395001
Acute upper RI,0.7,1.00281497778948,0.993252895301147,1.01246911480083
Acute upper RI,0.8,1.00292959717527,0.993482556550039,1.0124664698524
Acute upper RI,0.9,1.00304415295043,0.993708999966199,1.01246700271635
Acute upper RI,1,1.00315863550014,0.993932104981085,1.01247081459116
Acute upper RI,1.1,1.00327303520525,0.994151753860722,1.01247800374647
Acute upper RI,1.2,1.00338734244223,0.994367832253713,1.01248866497563
Acute upper RI,1.3,1.0035015475832,0.994580229768208,1.0125028890194
Acute upper RI,1.4,1.00361564099597,0.994788840573935,1.01252076196456
Acute upper RI,1.5,1.003729613044,0.994993564024508,1.01254236462241
Acute upper RI,1.6,1.00384345408643,0.995194305294174,1.01256777189284
Acute upper RI,1.7,1.0039571544781,0.995390976022245,1.01259705212079
Acute upper RI,1.8,1.00407070456957,0.99558349495752,1.01263026645279
Acute upper RI,1.9,1.00418409470711,0.995771788594182,1.0126674682021
Acute upper RI,2,1.00429731523273,0.995955791789986,1.0127087022316
Acute upper RI,2.1,1.0044103564842,0.996135448357016,1.01275400436422
Acute upper RI,2.2,1.00452320879504,0.996310711615032,1.01280340083083
Acute upper RI,2.3,1.00463586249458,0.99648154489737,1.0128569077656
Acute upper RI,2.4,1.00474830790795,0.996647921999613,1.01291453075871
Acute upper RI,2.5,1.00486053535609,0.996809827561785,1.01297626447562
Acute upper RI,2.6,1.0049725351558,0.99696725737569,1.01304209235118
Acute upper RI,2.7,1.00508429761976,0.997120218610121,1.01311198636601
Acute upper RI,2.8,1.00519581305651,0.997268729948087,1.01318590691091
Acute upper RI,2.9,1.00530707177053,0.997412821631866,1.0132638027435
Acute upper RI,3,1.00541806406221,0.997552535413427,1.01334561103958
Acute upper RI,3.1,1.00552878022793,0.997687924409771,1.01343125753959
Acute upper RI,3.2,1.00563921056004,0.997819052864639,1.01352065678887
Acute upper RI,3.3,1.00574934534691,0.997945995819976,1.01361371246807
Acute upper RI,3.4,1.00585917487296,0.998068838702398,1.01371031780884
Acute upper RI,3.5,1.00596868941867,0.9981876768315,1.01381035608752
Acute upper RI,3.6,1.00607787926063,0.998302614858314,1.01391370118892
Acute upper RI,3.7,1.00618673467157,0.998413766143351,1.01402021823052
Acute upper RI,3.8,1.00629524592036,0.998521252084491,1.01412976423685
Acute upper RI,3.9,1.0064034032721,0.998625201405508,1.01424218885337
Acute upper RI,4,1.00651119698809,0.998725749416227,1.01435733508878
Acute upper RI,4.1,1.00661861732591,0.99882303725516,1.01447504007486
Acute upper RI,4.2,1.00672565453944,0.998917211125113,1.01459513583345
Acute upper RI,4.3,1.00683229887889,0.9990084215316,1.01471745004073
Acute upper RI,4.4,1.00693854059087,0.999096822533063,1.01484180677965
Acute upper RI,4.5,1.00704436991836,0.999182571010928,1.01496802727273
Acute upper RI,4.6,1.00714977710082,0.99926582596641,1.01509593058807
Acute upper RI,4.7,1.0072547523742,0.999346747849858,1.01522533431293
Acute upper RI,4.8,1.00735928597098,0.999425497927263,1.01535605519023
Acute upper RI,4.9,1.00746336812021,0.999502237687389,1.01548790971449
Acute upper RI,5,1.00756698904757,0.999577128291953,1.01562071468472
Acute upper RI,5.1,1.00767013897538,0.999650330070225,1.01575428771312
Acute upper RI,5.2,1.0077728081227,0.999722002058541,1.01588844768872
Acute upper RI,5.3,1.00787498670531,0.999792301584416,1.01602301519668
Acute upper RI,5.4,1.00797666493581,0.999861383894244,1.01615781289398
Acute upper RI,5.5,1.00807783302365,0.999929401823018,1.01629266584314
Acute upper RI,5.6,1.00817848117515,0.999996505504028,1.01642740180609
Acute upper RI,5.7,1.0082785995936,1.00006284211612,1.01656185150052
Acute upper RI,5.8,1.00837817847929,1.0001285556659,1.01669584882135
Acute upper RI,5.9,1.00847720802954,1.00019378680195,1.01682923103025
Acute upper RI,6,1.00857567843878,1.00025867265819,1.01696183891609
Acute upper RI,6.1,1.00867357989858,1.00032334672338,1.01709351692935
Acute upper RI,6.2,1.00877090259775,1.00038793873372,1.01722411329346
Acute upper RI,6.3,1.00886763672233,1.00045257458566,1.01735348009598
Acute upper RI,6.4,1.0089637724557,1.00051737626602,1.01748147336261
Acute upper RI,6.5,1.0090592999786,1.00058246179675,1.01760795311655
Acute upper RI,6.6,1.00915420946923,1.00064794519162,1.0177327834261
Acute upper RI,6.7,1.00924849110327,1.00071393642234,1.01785583244275
Acute upper RI,6.8,1.00934213505394,1.00078054139179,1.01797697243237
Acute upper RI,6.9,1.0094351314921,1.00084786191204,1.01809607980161
Acute upper RI,7,1.00952747058628,1.00091599568519,1.01821303512155
Acute upper RI,7.1,1.00961914250274,1.0009850362848,1.01832772315085
Acute upper RI,7.2,1.00971013740557,1.00105507313623,1.01844003286004
Acute upper RI,7.3,1.00980044545669,1.001126191494,1.01854985745885
Acute upper RI,7.4,1.009890056816,1.00119847241444,1.01865709442838
Acute upper RI,7.5,1.00997896164136,1.00127199272195,1.01876164555961
Acute upper RI,7.6,1.01006715008874,1.00134682496738,1.01886341700002
Acute upper RI,7.7,1.01015461231221,1.00142303737673,1.01896231930977
Acute upper RI,7.8,1.01024133846407,1.00150069378885,1.01905826752913
Acute upper RI,7.9,1.0103273186949,1.00157985358032,1.01915118125863
Acute upper RI,8,1.01041254315363,1.00166057157613,1.01924098475367
Acute upper RI,8.1,1.01049700198759,1.00174289794431,1.01932760703503
Acute upper RI,8.2,1.01058068534264,1.00182687807295,1.01941098201722
Acute upper RI,8.3,1.01066358336318,1.00191255242779,1.01949104865629
Acute upper RI,8.4,1.01074568619228,1.00199995638839,1.01956775111906
Acute upper RI,8.5,1.01082698397172,1.00208912006107,1.01964103897574
Acute upper RI,8.6,1.01090746684208,1.0021800680663,1.01971086741816
Acute upper RI,8.7,1.01098712506684,1.00227281877991,1.01977719828333
Acute upper RI,8.8,1.01106595635003,1.00236735363584,1.01984004604901
Acute upper RI,8.9,1.01114396993237,1.00246360074527,1.0198995027555
Acute upper RI,9,1.01122117605185,1.00256147963956,1.01995567121063
Acute upper RI,9.1,1.0112975849516,1.0026609057118,1.02000865846354
Acute upper RI,9.2,1.01137320687979,1.00276179047711,1.02005857553431
Acute upper RI,9.3,1.01144805208959,1.00286404181763,1.02010553715901
Acute upper RI,9.4,1.01152213083903,1.00296756421482,1.02014966154777
Acute upper RI,9.5,1.01159545339098,1.00307225897171,1.02019107015317
Acute upper RI,9.6,1.01166803001303,1.00317802442723,1.02022988744675
Acute upper RI,9.7,1.01173987097744,1.00328475616513,1.02026624070123
Acute upper RI,9.8,1.01181098656105,1.00339234721943,1.02030025977642
Acute upper RI,9.9,1.01188138704521,1.00350068827865,1.02033207690657
Acute upper RI,10,1.01195108271569,1.00360966789078,1.02036182648741
Acute upper RI,10.1,1.01202008386265,1.00371917267087,1.02038964486056
Acute upper RI,10.2,1.01208840078052,1.00382908751321,1.02041567009382
Acute upper RI,10.3,1.01215604376795,1.00393929580982,1.02044004175533
Acute upper RI,10.4,1.01222302312775,1.00404967967702,1.02046290067986
Acute upper RI,10.5,1.01228934916682,1.00416012019163,1.02048438872581
Acute upper RI,10.6,1.01235503219605,1.00427049763848,1.0205046485211
Acute upper RI,10.7,1.01242008253029,1.00438069177048,1.02052382319679
Acute upper RI,10.8,1.01248451048828,1.00449058208263,1.02054205610698
Acute upper RI,10.9,1.01254832639258,1.00460004810104,1.02055949053398
Acute upper RI,11,1.01261154056947,1.00470896968792,1.02057626937777
Acute upper RI,11.1,1.01267416334898,1.00481722736319,1.02059253482912
Acute upper RI,11.2,1.01273620506473,1.00492470264323,1.0206084280257
Acute upper RI,11.3,1.01279767605392,1.00503127839691,1.02062408869141
Acute upper RI,11.4,1.01285858665726,1.00513683921871,1.02063965475861
Acute upper RI,11.5,1.01291894721894,1.00524127181852,1.02065526197411
Acute upper RI,11.6,1.01297876808651,1.00534446542712,1.02067104348967
Acute upper RI,11.7,1.01303805961088,1.00544631221613,1.02068712943828
Acute upper RI,11.8,1.01309683214626,1.00554670773064,1.02070364649805
Acute upper RI,11.9,1.01315509605006,1.00564555133234,1.02072071744589
Acute upper RI,12,1.0132128616829,1.00574274665041,1.0207384607035
Acute upper RI,12.1,1.01327013940851,1.00583820203728,1.02075698987906
